letter,work_title,key_original,tonality,genre_categories,category,sub_category,instrumentation,instrumentation_cn,voice_types,language,imslp_id,file_description,section,copyright,publisher,eligible,status,error,skip_reason,local_filename,source_url,handler_url
C,La Carmélite,,,"Comic operas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language",歌剧总谱,喜歌剧,"Vocal soloists, Chorus, Orchestra",独唱、合唱、管弦乐队,独唱、合唱、管弦乐队,法语,22091,Act IV,tabScore1,Public Domain,"Paris: Heugel & Cie, 1902. Plate H. & Cie 21.079.",True,downloaded,,,歌剧总谱/6c129b1a-6df3-4f33-b51e-b5f2c7c5050b.pdf,"https://imslp.org/wiki/La_carm%C3%A9lite_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22091/hfpb
C,La Carmélite,,,"Comic operas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language",歌剧总谱,喜歌剧,"Vocal soloists, Chorus, Orchestra",独唱、合唱、管弦乐队,独唱、合唱、管弦乐队,法语,22345,Complete Score,tabScore1,Public Domain,"Album Musica, No.4Paris: Pierre Lafitte, 1903.",True,downloaded,,,歌剧总谱/fe8d6d66-29ee-4699-beaa-f327764ec276.pdf,"https://imslp.org/wiki/La_carm%C3%A9lite_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22345/hfpb
C,Chanson au bord de la fontaine,,,"Chansons; Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"Voice, Piano",声乐、钢琴,声乐、钢琴,法语,91698,Complete Score,tabScore1,Public Domain,"Mélodies de Reynaldo Hahn, Vol.2, No.8Paris: Heugel, 1912. Plate H. 27,627",True,downloaded,,,艺术歌曲/56c9d3b7-e8f9-4830-9428-344123205446.pdf,"https://imslp.org/wiki/Chanson_au_bord_de_la_fontaine_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/91698/hfpb
C,Chansons et madrigaux for 3 or 4 Voices and Piano (ad libitum),,,"Chansons; Songs; Madrigals; For 4 voices, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the soprano voice; Scores featuring the alto voice; Scores featuring the tenor voice; Scores featuring the bass voice; Scores featuring the piano; For 3 voices, piano; French language",合唱作品,牧歌,"SATB soloists (in combinations of 3 and 4 voices), piano",女高音、女低音、男高音、男低音独唱（3或4声部组合）、钢琴,女高音、女低音、男高音、男低音独唱（3或4声部组合）、钢琴,法语,22326,Complete Score,tabScore1,Public Domain,"Paris: Heugel & Cie., n.d. (ca 1907). Plate H. & Cie. 23.437 to 23.442.",True,downloaded,,,合唱作品/46edd580-d494-431a-a7c8-c037b42fa111.pdf,"https://imslp.org/wiki/Chansons_et_madrigaux_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/22326
C,Chansons et madrigaux for 3 or 4 Voices and Piano (ad libitum),,,"Chansons; Songs; Madrigals; For 4 voices, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the soprano voice; Scores featuring the alto voice; Scores featuring the tenor voice; Scores featuring the bass voice; Scores featuring the piano; For 3 voices, piano; French language",合唱作品,牧歌,"SATB soloists (in combinations of 3 and 4 voices), piano",女高音、女低音、男高音、男低音独唱（3或4声部组合）、钢琴,女高音、女低音、男高音、男低音独唱（3或4声部组合）、钢琴,法语,962490,Complete Score,tabScore1,Creative Commons Attribution-ShareAlike 4.0,Alex'Not,True,blocked,Error: No direct PDF URL,,合唱作品/6bcc8c5a-af1d-4dd5-8745-777848cd9c2c.pdf,"https://imslp.org/wiki/Chansons_et_madrigaux_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/962490
C,Chansons grises,,,"Chansons; Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,19023,Complete Score,tabScore1,Public Domain,"Paris: Heugel & Cie., n.d.(1890). Plates H. et Cie. 8237-8243.",True,downloaded,,,艺术歌曲/5d592dd2-63a5-43fa-999a-9460140b4619.pdf,"https://imslp.org/wiki/7_Chansons_grises_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/19023/hfpb
C,Chansons grises,,,"Chansons; Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,91215,Complete Score (reprint),tabScore1,Public Domain,"Paris: Heugel & Cie., n.d.(1890). Plates H. et Cie. 8237-8243.",True,downloaded,,,艺术歌曲/00ebe7f8-613e-4f4e-a5f1-5665ba0b2d6d.pdf,"https://imslp.org/wiki/7_Chansons_grises_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/91215/hfpb
C,Chansons grises,,,"Chansons; Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,151616,Complete Score,tabScore1,Public Domain,"New York: G. Schirmer, 1902. Plate 20668.",True,downloaded,,,艺术歌曲/a29d0920-ca51-419b-974b-7d0e41599b0f.pdf,"https://imslp.org/wiki/7_Chansons_grises_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/151616/hfpb
C,Chansons grises,,,"Chansons; Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,987693,"Complete Score (High Voice, D♭ major)",tabScore1,"Public Domain - Non-PD US, Non-PD EU","40 French Songs, Vol. II (High Voice)New York: International Music Company, 1952. Plate 1122.",False,pending,,IMSLP 标记为 Non-PD US,艺术歌曲/a5a04880-1dba-4440-b282-53104fc4b23b.pdf,"https://imslp.org/wiki/7_Chansons_grises_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/987693/hfpb
C,La Chère Blessure,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,91755,Complete Score,tabScore1,Public Domain,"Mélodies de Reynaldo Hahn, Vol.2, No.4Paris: Heugel, 1900. Plate H. 27,627.",True,downloaded,,,艺术歌曲/c2d99ec2-4a9d-42fe-b9a1-f5fd7f6007b8.pdf,"https://imslp.org/wiki/La_ch%C3%A8re_blessure_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/91755/hfpb
C,La Chère Blessure,,,"Songs; For voice, piano; For voices with keyboard; Scores featuring the voice; Scores featuring the piano; French language",艺术歌曲,,"voice, piano",声乐、钢琴,声乐、钢琴,法语,790081,Complete Score,tabScore1,Public Domain,"Paris: Heugel, 1900. Plate H. & Cie. 20364.",True,downloaded,,,艺术歌曲/8a3c6580-2a3f-47ad-8788-44533ac4151a.pdf,"https://imslp.org/wiki/La_ch%C3%A8re_blessure_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/790081/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",歌剧总谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,声乐、合唱、管弦乐队,法语,980742,Act I,tabScore1,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,歌剧总谱/bcd7d311-1ba7-45bf-b155-0caf43b3de33.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980742/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",歌剧总谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,声乐、合唱、管弦乐队,法语,980743,Act II,tabScore1,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,歌剧总谱/8464fe8d-27d7-4b6f-a282-c23ba820e5f5.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980743/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",歌剧总谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,声乐、合唱、管弦乐队,法语,980744,Act III,tabScore1,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,歌剧总谱/1d824cff-06dd-420b-beee-38a509ab09b0.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980744/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,长笛分谱,法语,980778,Flute 1,tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/894df34c-ae6e-41cd-9e38-5050351f12f2.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980778/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,长笛／短笛分谱,法语,980779,Flute 2 (also Piccolo),tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/0be1ad29-698f-4663-89e5-c6f5353a21c7.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980779/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,双簧管分谱,法语,980780,Oboe,tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/5984a75d-bc0c-43b4-802d-9a819f08d583.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980780/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,单簧管分谱,法语,980781,"Clarinet 1 (A, B♭)",tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/9a2cd783-5726-4873-9297-b13f5d9d1447.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980781/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,单簧管分谱,法语,980782,"Clarinet 2 (A, B♭)",tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/18dca432-a418-4dfb-a236-fcb6ab0be8b3.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980782/hfpb
C,Ciboulette,,,"Operettas; Theatrical Works; Operas; For voices, mixed chorus, orchestra; Scores featuring the voice; Scores featuring mixed chorus; Scores featuring the orchestra; For voices and chorus with orchestra; French language; For piano (arr); For 1 player (arr); Scores featuring the piano (arr)",器乐分谱,轻歌剧,"voices, chorus, orchestra",声乐、合唱、管弦乐队,巴松分谱,法语,980783,Bassoon,tabScore2,Public Domain,"Paris: Salabert, 2012 [©1923]. Plate E.A.S. 02336P. 原作版版本说明 此为原作版/评注版/学术版/科学版（或为单纯重新制谱版本）。任何受版权保护的评注或考订资料均不应包含于本站提供的扫描文件中。 在加拿大，对公有领域作品的新版本/重新制谱版本（不含新增原创内容时）因未达到原创性门槛，应属公有领域。在欧盟多数国家，此类版本（新增原创内容除外）通常自出版起受保护期不超过25年（波兰为30年），且仅当原作者版权过期后出版的版本适用此规则。在美国，版权仅适用于新增原创内容，对公有领域作品的重新制谱版本（不含原创素材）不构成新版权主张，尽管可能存在版权声明（此类声明仅应适用于新增内容）。 您可能需要核查作品的出版日期及首次出版详情以确定版权状态（尤其在美国），因原作版权或未过期。 更多信息可在此处查阅。请遵守您所在国的版权法规。IMSLP对下载非公有领域文件所引发的任何法律后果不承担任何形式的责任或义务。",True,downloaded,,,器乐分谱/fe977fb6-83d8-449e-bb28-ef6eaad5f1d7.pdf,"https://imslp.org/wiki/Ciboulette_(Hahn,_Reynaldo)",https://imslp.org/wiki/Special:ImagefromIndex/980783/hfpb
